ENOG410VA9E	ENSP00000351790, ENSP00000425556	ENSPTRP00000028462, ENSPTRP00000046961
ENOG410V8X7	ENSP00000328773, ENSP00000302276	ENSPTRP00000060438, ENSPTRP00000015808
ENOG410V8X6	ENSP00000349541	ENSPTRP00000059770
ENOG410V8X4	ENSP00000244137	ENSPTRP00000058478
ENOG410V8X3	ENSP00000437968, ENSP00000233099	ENSPTRP00000010592, ENSPTRP00000020315
ENOG410V8X2	ENSP00000360025	ENSPTRP00000052205
ENOG410V8X0	ENSP00000281623	ENSPTRP00000028852
ENOG410V8X9	ENSP00000361306, ENSP00000384259	ENSPTRP00000022479, ENSPTRP00000038132
ENOG410V8XW	ENSP00000357087	ENSPTRP00000002575
ENOG410V8XV	ENSP00000356436	ENSPTRP00000002991
ENOG410V8XT	ENSP00000317087, ENSP00000274056, ENSP00000459713	ENSPTRP00000028430, ENSPTRP00000028432
ENOG410V8XR	ENSP00000362546	ENSPTRP00000023146
ENOG410V8XQ	ENSP00000253303	ENSPTRP00000037481
ENOG410V8XZ	ENSP00000271324	ENSPTRP00000001879
ENOG410V8XY	ENSP00000294600	ENSPTRP00000052918
ENOG410V8XX	ENSP00000269576	ENSPTRP00000015566
ENOG410V8XF	ENSP00000166345	ENSPTRP00000028622
ENOG410V8XE	ENSP00000293273	ENSPTRP00000015408
ENOG410V8XD	ENSP00000255631	ENSPTRP00000019775
ENOG410V8XB	ENSP00000408910	ENSPTRP00000040891
ENOG410V8XJ	ENSP00000239461	ENSPTRP00000002776
ENOG410V8XH	ENSP00000313309	ENSPTRP00000019429
ENOG410V7XE	ENSP00000396292, ENSP00000372683, ENSP00000393514, ENSP00000404403, ENSP00000388191	ENSPTRP00000030817
ENOG410V975	ENSP00000357823	ENSPTRP00000002210
ENOG410V972	ENSP00000367319	ENSPTRP00000053032
ENOG410V97F	ENSP00000381184	ENSPTRP00000054468
ENOG410V97E	ENSP00000282356	ENSPTRP00000029317
ENOG410V97C	ENSP00000315011	ENSPTRP00000028311
ENOG410V97B	ENSP00000323355	ENSPTRP00000018549
ENOG410V6VK	ENSP00000298530	ENSPTRP00000050448
ENOG410V6VJ	ENSP00000349250, ENSP00000375057	ENSPTRP00000022350, ENSPTRP00000039117
ENOG410V6VI	ENSP00000412553, ENSP00000411327, ENSP00000414373, ENSP00000413319, ENSP00000411471, ENSP00000373082, ENSP00000313603, ENSP00000389065	ENSPTRP00000026982, ENSPTRP00000030585
ENOG410V6VB	ENSP00000392553, ENSP00000381302	ENSPTRP00000034531, ENSPTRP00000056052
ENOG410V6VD	ENSP00000259008, ENSP00000457868, ENSP00000359035	ENSPTRP00000016108, ENSPTRP00000044957
ENOG410V6VZ	ENSP00000460362, ENSP00000433757	ENSPTRP00000007372
ENOG410V6VY	ENSP00000318775	ENSPTRP00000027484
ENOG410V6VV	ENSP00000355751, ENSP00000260356, ENSP00000357362, ENSP00000339730, ENSP00000222271	ENSPTRP00000011794, ENSPTRP00000057441, ENSPTRP00000002388, ENSPTRP00000029161
ENOG410V6VU	ENSP00000305494	ENSPTRP00000012026
ENOG410V6V3	ENSP00000357307, ENSP00000255224	ENSPTRP00000002432, ENSPTRP00000016976
ENOG410V6V7	ENSP00000348300	ENSPTRP00000007334
ENOG410VE0W	ENSP00000321729	ENSPTRP00000005698
ENOG410VE0M	ENSP00000401018	ENSPTRP00000053523
ENOG410WC5D	ENSP00000357586	ENSPTRP00000031645
ENOG410VE08	ENSP00000389009	ENSPTRP00000047881
ENOG410VE07	ENSP00000225609	ENSPTRP00000015009
ENOG410VBI8	ENSP00000429367	ENSPTRP00000060143
ENOG410VBI9	ENSP00000343799	ENSPTRP00000014892
ENOG410VBI6	ENSP00000348564	ENSPTRP00000046824
ENOG410VBI4	ENSP00000297164	ENSPTRP00000029653
ENOG410VBI5	ENSP00000367787	ENSPTRP00000015364
ENOG410VBI2	ENSP00000381049	ENSPTRP00000027342
ENOG410VBI1	ENSP00000257254	ENSPTRP00000006308
ENOG410VBIN	ENSP00000272342	ENSPTRP00000020600
ENOG410VBIM	ENSP00000361331	ENSPTRP00000001141
ENOG410VBIJ	ENSP00000471166, ENSP00000358622	ENSPTRP00000061184
ENOG410VBIH	ENSP00000217446	ENSPTRP00000023012
ENOG410VBII	ENSP00000354964	ENSPTRP00000050105
ENOG410VBIG	ENSP00000387219	ENSPTRP00000020633
ENOG410VBID	ENSP00000296015	ENSPTRP00000026935
ENOG410VBIE	ENSP00000388902, ENSP00000377547	ENSPTRP00000029878, ENSPTRP00000004881
ENOG410VBIB	ENSP00000217185, ENSP00000217188	ENSPTRP00000023666
ENOG410VBIA	ENSP00000233156	ENSPTRP00000021752
ENOG410VBIX	ENSP00000331298	ENSPTRP00000016449
ENOG410VBIV	ENSP00000304364	ENSPTRP00000047277
ENOG410VBIW	ENSP00000334934, ENSP00000308714	ENSPTRP00000006344, ENSPTRP00000006343
ENOG410VBIT	ENSP00000293443	ENSPTRP00000015778
ENOG410VBIU	ENSP00000296135	ENSPTRP00000025586
ENOG410VBIP	ENSP00000366395	ENSPTRP00000006667
ENOG410VBIQ	ENSP00000315118, ENSP00000355739	ENSPTRP00000043784, ENSPTRP00000056495
ENOG410WC57	ENSP00000429518	ENSPTRP00000061155
ENOG410WC59	ENSP00000426826	ENSPTRP00000059818
ENOG410VGJX	ENSP00000010404	ENSPTRP00000008084
ENOG410VGJY	ENSP00000324834	ENSPTRP00000044022
ENOG410VGJ4	ENSP00000326249	ENSPTRP00000030085
ENOG410VGJ5	ENSP00000352455	ENSPTRP00000043944
ENOG410WI9G	ENSP00000199389	ENSPTRP00000032290
ENOG410V4XU	ENSP00000284202	ENSPTRP00000016887
ENOG410V4XN	ENSP00000420213, ENSP00000472325, ENSP00000327145, ENSP00000358866	ENSPTRP00000042410, ENSPTRP00000047638
ENOG410V4XM	ENSP00000355317	ENSPTRP00000000703
ENOG410V4XC	ENSP00000307746	ENSPTRP00000043057
ENOG410V4XB	ENSP00000318077, ENSP00000333821, ENSP00000243911, ENSP00000299766	ENSPTRP00000023471, ENSPTRP00000017101, ENSPTRP00000057670
ENOG410V4XD	ENSP00000386175, ENSP00000386137, ENSP00000386209, ENSP00000375334, ENSP00000386208	ENSPTRP00000060457, ENSPTRP00000059948, ENSPTRP00000058785, ENSPTRP00000060290
ENOG410VHF1	ENSP00000215829	ENSPTRP00000024409
ENOG410VHF3	ENSP00000270824	ENSPTRP00000000946
ENOG410VHFY	ENSP00000326267	ENSPTRP00000011268
ENOG410VHFX	ENSP00000257663	ENSPTRP00000033075
ENOG410VHFU	ENSP00000270620	ENSPTRP00000019482
ENOG410VHFT	ENSP00000330375	ENSPTRP00000027782
ENOG410VHFW	ENSP00000259396, ENSP00000394936	ENSPTRP00000060918
ENOG410VHFV	ENSP00000279147	ENSPTRP00000006876
ENOG410VHFS	ENSP00000388107	ENSPTRP00000060271
ENOG410VHFR	ENSP00000329757	ENSPTRP00000013077
ENOG410VHFI	ENSP00000386657, ENSP00000334415	ENSPTRP00000048043, ENSPTRP00000001077
ENOG410VHFK	ENSP00000378736	ENSPTRP00000032889
ENOG410VHFG	ENSP00000293778	ENSPTRP00000014690
ENOG410VHFF	ENSP00000365159	ENSPTRP00000036025
ENOG410VHFA	ENSP00000419081	ENSPTRP00000058195
ENOG410VHFB	ENSP00000414321	ENSPTRP00000042761
ENOG410VN28	ENSP00000335538	ENSPTRP00000027407, ENSPTRP00000061345
ENOG410VN2Y	ENSP00000405210	ENSPTRP00000038489
ENOG410VN2B	ENSP00000381480	ENSPTRP00000055544
ENOG410WG2D	ENSP00000194214	ENSPTRP00000001313
ENOG410WJDH	ENSP00000330658	ENSPTRP00000036386
ENOG410V8E4	ENSP00000258772	ENSPTRP00000032712
ENOG410V8E5	ENSP00000337053, ENSP00000284951	ENSPTRP00000011221, ENSPTRP00000040464
ENOG410V8E6	ENSP00000295600	ENSPTRP00000026065
ENOG410V8E0	ENSP00000260953	ENSPTRP00000021561
ENOG410V8E1	ENSP00000310335	ENSPTRP00000008181
ENOG410V8E2	ENSP00000306223, ENSP00000412566	ENSPTRP00000059297, ENSPTRP00000011663
ENOG410V8E3	ENSP00000346335	ENSPTRP00000052537
ENOG410V8E8	ENSP00000321239	ENSPTRP00000027787
ENOG410V8E9	ENSP00000343925	ENSPTRP00000010911
ENOG410V8EW	ENSP00000262850, ENSP00000369899	ENSPTRP00000047390, ENSPTRP00000035579
ENOG410V8EP	ENSP00000333539	ENSPTRP00000041231
ENOG410V8EQ	ENSP00000379654	ENSPTRP00000013317
ENOG410V8ER	ENSP00000357920, ENSP00000228476	ENSPTRP00000009181, ENSPTRP00000031589
ENOG410V8ES	ENSP00000264824	ENSPTRP00000018017
ENOG410V8EX	ENSP00000365725, ENSP00000336693	ENSPTRP00000022871, ENSPTRP00000010741
ENOG410V8EY	ENSP00000380153, ENSP00000380155	ENSPTRP00000048289, ENSPTRP00000005681
ENOG410V8ED	ENSP00000371634, ENSP00000258729, ENSP00000290341	ENSPTRP00000050908, ENSPTRP00000015920, ENSPTRP00000032446
ENOG410V8EE	ENSP00000339280	ENSPTRP00000001054
ENOG410V8EF	ENSP00000341346, ENSP00000455769, ENSP00000295201, ENSP00000343995, ENSP00000283025	ENSPTRP00000014762, ENSPTRP00000013246, ENSPTRP00000014989, ENSPTRP00000020920
ENOG410V8EA	ENSP00000299191	ENSPTRP00000013825
ENOG410V8EB	ENSP00000216797	ENSPTRP00000010634
ENOG410V8EC	ENSP00000295119	ENSPTRP00000021737
ENOG410V8EM	ENSP00000258449	ENSPTRP00000021088
ENOG410V8EN	ENSP00000276282	ENSPTRP00000034204
ENOG410V8EI	ENSP00000356355, ENSP00000362702	ENSPTRP00000003028, ENSPTRP00000036488
ENOG410V8EJ	ENSP00000324636	ENSPTRP00000019459
ENOG410V8EK	ENSP00000222753	ENSPTRP00000048099
ENOG410VPEZ	ENSP00000324742	ENSPTRP00000013124
ENOG410VPER	ENSP00000304071	ENSPTRP00000033964
ENOG410VD8I	ENSP00000328340	ENSPTRP00000015306
ENOG410VD8H	ENSP00000280057	ENSPTRP00000053501
ENOG410VD8N	ENSP00000419153	ENSPTRP00000043747
ENOG410VD8M	ENSP00000221498	ENSPTRP00000019382
ENOG410VD8C	ENSP00000338885	ENSPTRP00000040890
ENOG410VD8B	ENSP00000257776	ENSPTRP00000031418
ENOG410VD8D	ENSP00000360437	ENSPTRP00000023473
ENOG410VD8Z	ENSP00000354774	ENSPTRP00000042045
ENOG410VD8Y	ENSP00000451382, ENSP00000314518	ENSPTRP00000029213
ENOG410VD8X	ENSP00000371661	ENSPTRP00000053674
ENOG410VD8S	ENSP00000327824	ENSPTRP00000041109
ENOG410VD8R	ENSP00000344393	ENSPTRP00000011102
ENOG410VD8Q	ENSP00000472021, ENSP00000286428	ENSPTRP00000038725
ENOG410VD8P	ENSP00000343428	ENSPTRP00000045534
ENOG410VD8W	ENSP00000260113	ENSPTRP00000034834
ENOG410VD8V	ENSP00000423933	ENSPTRP00000020361
ENOG410VD8U	ENSP00000308541	ENSPTRP00000006168
ENOG410VD8T	ENSP00000360997, ENSP00000456186	ENSPTRP00000038877
ENOG410VD88	ENSP00000360652	ENSPTRP00000061342
ENOG410VD83	ENSP00000354676	ENSPTRP00000058494, ENSPTRP00000042964
ENOG410VD80	ENSP00000301295, ENSP00000299481, ENSP00000331857	ENSPTRP00000038834, ENSPTRP00000005793, ENSPTRP00000019820
ENOG410VD87	ENSP00000366549	ENSPTRP00000020834
ENOG410VD86	ENSP00000312535	ENSPTRP00000059190
ENOG410VD85	ENSP00000303437	ENSPTRP00000053028
ENOG410VCAV	ENSP00000307265, ENSP00000238647	ENSPTRP00000019178, ENSPTRP00000052559
ENOG410WIKQ	ENSP00000206513	ENSPTRP00000010446
ENOG410WIKI	ENSP00000370242	ENSPTRP00000039168
ENOG410WIKJ	ENSP00000346151	ENSPTRP00000033085
ENOG410WIKB	ENSP00000345964	ENSPTRP00000005170
ENOG410WIKC	ENSP00000256637	ENSPTRP00000001807
ENOG410VFC1	ENSP00000246662	ENSPTRP00000015619
ENOG410VFCD	ENSP00000249005	ENSPTRP00000054880
ENOG410VFCG	ENSP00000296498	ENSPTRP00000028150
ENOG410VG5J	ENSP00000354694	ENSPTRP00000044773
ENOG410VG5I	ENSP00000328631, ENSP00000468899	ENSPTRP00000038041
ENOG410VG5H	ENSP00000275517	ENSPTRP00000043178
ENOG410VG5A	ENSP00000328181	ENSPTRP00000016018
ENOG410VIJV	ENSP00000379607	ENSPTRP00000001209
ENOG410VIJW	ENSP00000300413	ENSPTRP00000016853
ENOG410WGAP	ENSP00000264144	ENSPTRP00000002941
ENOG410WGAS	ENSP00000462974, ENSP00000230538	ENSPTRP00000031624
ENOG410V7IW	ENSP00000355627	ENSPTRP00000003543
ENOG410V7IY	ENSP00000390651	ENSPTRP00000008285
ENOG410V7IX	ENSP00000332576, ENSP00000263847	ENSPTRP00000006371, ENSPTRP00000024547
ENOG410V7IF	ENSP00000263102	ENSPTRP00000039794
ENOG410V7IM	ENSP00000367721	ENSPTRP00000048096
ENOG410V7II	ENSP00000287008, ENSP00000441802	ENSPTRP00000060124, ENSPTRP00000027496
ENOG410V7IH	ENSP00000326806	ENSPTRP00000027166
ENOG410V7I2	ENSP00000333744	ENSPTRP00000050427
ENOG410VCV8	ENSP00000323280	ENSPTRP00000006415
ENOG410VCV2	ENSP00000323837	ENSPTRP00000020230
ENOG410VCV3	ENSP00000437121	ENSPTRP00000027357
ENOG410VCV1	ENSP00000241527	ENSPTRP00000022459
ENOG410VCV6	ENSP00000046794	ENSPTRP00000029923
ENOG410VCV4	ENSP00000334145	ENSPTRP00000040007
ENOG410VCVK	ENSP00000366307	ENSPTRP00000022833
ENOG410VCVH	ENSP00000355443	ENSPTRP00000003730
ENOG410VCVI	ENSP00000359935	ENSPTRP00000052186
ENOG410VCVN	ENSP00000274063	ENSPTRP00000028381
ENOG410VCVC	ENSP00000419395	ENSPTRP00000003912
ENOG410VCVA	ENSP00000466399	ENSPTRP00000046398
ENOG410VCVF	ENSP00000266263	ENSPTRP00000039193
ENOG410VCVD	ENSP00000235332	ENSPTRP00000000306
ENOG410VCVW	ENSP00000323275	ENSPTRP00000012133
ENOG410VCVU	ENSP00000228887	ENSPTRP00000008049
ENOG410VDIN	ENSP00000300650	ENSPTRP00000007413
ENOG410VIJ4	ENSP00000414066	ENSPTRP00000047828
ENOG410V5UC	ENSP00000380785, ENSP00000360252, ENSP00000305699	ENSPTRP00000059756, ENSPTRP00000034620, ENSPTRP00000001371
ENOG410V5UM	ENSP00000298910, ENSP00000373600	ENSPTRP00000012830, ENSPTRP00000008254
ENOG410V5UK	ENSP00000260361	ENSPTRP00000011848
ENOG410VHS3	ENSP00000334044	ENSPTRP00000051843
ENOG410VHS6	ENSP00000343493	ENSPTRP00000061330
ENOG410VHS5	ENSP00000274764	ENSPTRP00000030374
ENOG410VHSS	ENSP00000370055	ENSPTRP00000058837
ENOG410VHSV	ENSP00000306564	ENSPTRP00000025564
ENOG410VHSU	ENSP00000253362	ENSPTRP00000042215
ENOG410VHSX	ENSP00000300692	ENSPTRP00000007442
ENOG410VHSG	ENSP00000222968	ENSPTRP00000061241
ENOG410VHSK	ENSP00000315111	ENSPTRP00000034149
ENOG410VHSH	ENSP00000357429	ENSPTRP00000031694
ENOG410V5U9	ENSP00000267549	ENSPTRP00000011227
ENOG410VA1Z	ENSP00000381937	ENSPTRP00000028222
ENOG410VA1U	ENSP00000294543	ENSPTRP00000000476
ENOG410V5U8	ENSP00000364798	ENSPTRP00000000552
ENOG410VA1W	ENSP00000321963	ENSPTRP00000019900
ENOG410VA1Q	ENSP00000299440	ENSPTRP00000006099
ENOG410VA1K	ENSP00000335156	ENSPTRP00000036493
ENOG410VA1E	ENSP00000357068	ENSPTRP00000051685
ENOG410VA1A	ENSP00000331600, ENSP00000297146, ENSP00000303149	ENSPTRP00000047400, ENSPTRP00000033569
ENOG410VYX4	ENSP00000296847	ENSPTRP00000050644
ENOG410VBT2	ENSP00000369863	ENSPTRP00000013647
ENOG410VBYK	ENSP00000360500	ENSPTRP00000001298
ENOG410WFEU	ENSP00000313121	ENSPTRP00000031426
ENOG410WFET	ENSP00000322652	ENSPTRP00000034863
ENOG410WFEY	ENSP00000398789	ENSPTRP00000032385
ENOG410WFEE	ENSP00000366452	ENSPTRP00000006647
ENOG410WFEF	ENSP00000323435	ENSPTRP00000012235
ENOG410WFEK	ENSP00000332062	ENSPTRP00000013835
ENOG410WFEM	ENSP00000418593	ENSPTRP00000023308
ENOG410WFE5	ENSP00000432845	ENSPTRP00000051722
ENOG410VK8C	ENSP00000293272	ENSPTRP00000015404
ENOG410V4Y4	ENSP00000386502	ENSPTRP00000032291
ENOG410V4Y5	ENSP00000258648	ENSPTRP00000009971
ENOG410V4Y6	ENSP00000387091	ENSPTRP00000050655
ENOG410V4Y0	ENSP00000358571, ENSP00000304226, ENSP00000291823, ENSP00000385571	ENSPTRP00000018861, ENSPTRP00000033846, ENSPTRP00000006052, ENSPTRP00000001943
ENOG410V4Y1	ENSP00000394390, ENSP00000408405	ENSPTRP00000018504, ENSPTRP00000016897
ENOG410V4Y2	ENSP00000359787, ENSP00000359783	ENSPTRP00000001544, ENSPTRP00000001546
ENOG410V4Y3	ENSP00000283905	ENSPTRP00000032466
ENOG410V4Y8	ENSP00000345492	ENSPTRP00000009268
ENOG410V4Y9	ENSP00000336842	ENSPTRP00000025963
ENOG410V4YD	ENSP00000356357, ENSP00000362717	ENSPTRP00000003025, ENSPTRP00000036487
ENOG410V4YE	ENSP00000401514, ENSP00000261383, ENSP00000311273, ENSP00000237449, ENSP00000373825	ENSPTRP00000021815, ENSPTRP00000013404, ENSPTRP00000051876, ENSPTRP00000014844, ENSPTRP00000025896
ENOG410V4YF	ENSP00000295645	ENSPTRP00000027644
ENOG410V4YG	ENSP00000270223, ENSP00000406084	ENSPTRP00000011490, ENSPTRP00000048611
ENOG410V4YA	ENSP00000399563, ENSP00000463624, ENSP00000461974, ENSP00000319673, ENSP00000358233	ENSPTRP00000002068
ENOG410V4YB	ENSP00000343339	ENSPTRP00000058740
ENOG410V4YM	ENSP00000460075, ENSP00000256443	ENSPTRP00000029020
ENOG410V4YN	ENSP00000424757, ENSP00000347767, ENSP00000383210, ENSP00000233027	ENSPTRP00000053489, ENSPTRP00000028467, ENSPTRP00000040121
ENOG410V4YH	ENSP00000348769	ENSPTRP00000025728
ENOG410V4YI	ENSP00000461014, ENSP00000307208	ENSPTRP00000016254
ENOG410V4YJ	ENSP00000417653	ENSPTRP00000032682
ENOG410V4YK	ENSP00000240185	ENSPTRP00000000267
ENOG410V4YT	ENSP00000319501	ENSPTRP00000027531
ENOG410V4YU	ENSP00000231887	ENSPTRP00000027013
ENOG410V4YV	ENSP00000386738	ENSPTRP00000020805
ENOG410V4YW	ENSP00000351740, ENSP00000341597	ENSPTRP00000044776, ENSPTRP00000029796
ENOG410V4YP	ENSP00000264712, ENSP00000364864, ENSP00000368020	ENSPTRP00000020154, ENSPTRP00000022932, ENSPTRP00000056536
ENOG410V4YQ	ENSP00000316990	ENSPTRP00000017688
ENOG410V4YR	ENSP00000356182	ENSPTRP00000031958
ENOG410V4YS	ENSP00000247470	ENSPTRP00000013732
ENOG410V4YX	ENSP00000468633, ENSP00000268220	ENSPTRP00000012651
ENOG410V4YY	ENSP00000328968, ENSP00000307599, ENSP00000346534, ENSP00000283254, ENSP00000390600, ENSP00000386306	ENSPTRP00000042161, ENSPTRP00000042609, ENSPTRP00000025458, ENSPTRP00000025462, ENSPTRP00000054785, ENSPTRP00000021521
ENOG410V4YZ	ENSP00000263559, ENSP00000281187	ENSPTRP00000004436, ENSPTRP00000007686
ENOG410VE6I	ENSP00000331474	ENSPTRP00000011091
ENOG410VA1R	ENSP00000373278	ENSPTRP00000051508
ENOG410VA1J	ENSP00000359729, ENSP00000320246, ENSP00000471427, ENSP00000330320	ENSPTRP00000026668, ENSPTRP00000037474, ENSPTRP00000047248
ENOG410VE8R	ENSP00000465517	ENSPTRP00000049414
ENOG410VE8P	ENSP00000335416	ENSPTRP00000034695
ENOG410VE8W	ENSP00000344364	ENSPTRP00000014036
ENOG410VE8T	ENSP00000312995	ENSPTRP00000047143
ENOG410VE8Z	ENSP00000366702	ENSPTRP00000000197
ENOG410VE8X	ENSP00000329584	ENSPTRP00000012497
ENOG410VE8Y	ENSP00000280082	ENSPTRP00000060643
ENOG410VE8A	ENSP00000343617	ENSPTRP00000048458
ENOG410VE8F	ENSP00000377948	ENSPTRP00000028176
ENOG410VE8G	ENSP00000240922	ENSPTRP00000051154
ENOG410VE8J	ENSP00000402203	ENSPTRP00000058394
ENOG410VE8H	ENSP00000386186	ENSPTRP00000060514
ENOG410VE8M	ENSP00000335144	ENSPTRP00000016969
ENOG410VE80	ENSP00000268533	ENSPTRP00000014298
ENOG410VE87	ENSP00000431179	ENSPTRP00000060496
ENOG410VE84	ENSP00000325690	ENSPTRP00000041272
ENOG410VA1G	ENSP00000305631	ENSPTRP00000042968
ENOG410WJ4W	ENSP00000298032	ENSPTRP00000058110
ENOG410WJ4Q	ENSP00000283684, ENSP00000371070, ENSP00000371084	ENSPTRP00000046685, ENSPTRP00000027564
ENOG410WJ4N	ENSP00000273859, ENSP00000313600	ENSPTRP00000029885
ENOG410WJ4D	ENSP00000452296, ENSP00000329990, ENSP00000299443, ENSP00000386971, ENSP00000456953, ENSP00000392718, ENSP00000457689	ENSPTRP00000011644, ENSPTRP00000044023
ENOG410WJ4C	ENSP00000354201	ENSPTRP00000043995
ENOG410V88T	ENSP00000307321, ENSP00000249501	ENSPTRP00000021646, ENSPTRP00000008557
ENOG410V7TX	ENSP00000327557	ENSPTRP00000018776
ENOG410V7TE	ENSP00000276297, ENSP00000338785, ENSP00000363727	ENSPTRP00000009828, ENSPTRP00000034252, ENSPTRP00000037778
ENOG410V7TF	ENSP00000305204	ENSPTRP00000021188
ENOG410V7TC	ENSP00000261973	ENSPTRP00000011043
ENOG410V7TJ	ENSP00000364464	ENSPTRP00000036129
ENOG410V7TK	ENSP00000388872	ENSPTRP00000046498
ENOG410V7T8	ENSP00000219431	ENSPTRP00000039817
ENOG410VCI7	ENSP00000351380	ENSPTRP00000039312
ENOG410VCI6	ENSP00000358421, ENSP00000358424, ENSP00000297679	ENSPTRP00000051923, ENSPTRP00000013710, ENSPTRP00000002008
ENOG410VCI5	ENSP00000252512, ENSP00000427975	ENSPTRP00000047854, ENSPTRP00000034323
ENOG410VCIK	ENSP00000279392	ENSPTRP00000013640
ENOG410VCIJ	ENSP00000257940	ENSPTRP00000008641
ENOG410VCII	ENSP00000225428	ENSPTRP00000015469
ENOG410VCIH	ENSP00000314343	ENSPTRP00000018799
ENOG410VCIN	ENSP00000373964, ENSP00000351593	ENSPTRP00000014677, ENSPTRP00000024555
ENOG410VCIM	ENSP00000364270	ENSPTRP00000036174
ENOG410VCIB	ENSP00000263408	ENSPTRP00000028833
ENOG410VCIE	ENSP00000372202	ENSPTRP00000009701
ENOG410VCIX	ENSP00000366901	ENSPTRP00000049911
ENOG410VCIQ	ENSP00000168216, ENSP00000472168	ENSPTRP00000037656
ENOG410VCIV	ENSP00000414712	ENSPTRP00000049585
ENOG410VCIU	ENSP00000314004	ENSPTRP00000036989
ENOG410VCIT	ENSP00000326432	ENSPTRP00000051464
ENOG410V4C6	ENSP00000256578, ENSP00000379802, ENSP00000430075	ENSPTRP00000005861, ENSPTRP00000001955, ENSPTRP00000001828
ENOG410V4C0	ENSP00000374455	ENSPTRP00000047790
ENOG410V4C1	ENSP00000363972	ENSPTRP00000037748
ENOG410V4CV	ENSP00000349960, ENSP00000295137, ENSP00000416706, ENSP00000290378, ENSP00000355645, ENSP00000331514, ENSP00000224784	ENSPTRP00000058292, ENSPTRP00000016618, ENSPTRP00000011770, ENSPTRP00000003532
ENOG410V4CS	ENSP00000357535	ENSPTRP00000041660
ENOG410V4CG	ENSP00000323264, ENSP00000460291	ENSPTRP00000029037
ENOG410V4CK	ENSP00000335320	ENSPTRP00000007466
ENOG410V4CH	ENSP00000285419, ENSP00000381102	ENSPTRP00000010345, ENSPTRP00000034913
ENOG410WBZ2	ENSP00000462754	ENSPTRP00000049428
ENOG410WBZ3	ENSP00000408206, ENSP00000387512	ENSPTRP00000060591
ENOG410WBZ4	ENSP00000415634	ENSPTRP00000024042
ENOG410WBZP	ENSP00000360204	ENSPTRP00000059843
ENOG410WBZQ	ENSP00000412792	ENSPTRP00000061096
ENOG410WBZS	ENSP00000366951	ENSPTRP00000047525
ENOG410WBZT	ENSP00000415774	ENSPTRP00000060520
ENOG410WBZH	ENSP00000246000, ENSP00000365585	ENSPTRP00000022883, ENSPTRP00000052305
ENOG410WBZK	ENSP00000367246	ENSPTRP00000048658
ENOG410WBZM	ENSP00000472173	ENSPTRP00000059860
ENOG410WBZB	ENSP00000462298, ENSP00000464060, ENSP00000354929	ENSPTRP00000050000
ENOG410WBZC	ENSP00000399961	ENSPTRP00000059816
ENOG410WBZF	ENSP00000246895	ENSPTRP00000027723
ENOG410WBZG	ENSP00000356969	ENSPTRP00000002645
ENOG410V809	ENSP00000332455, ENSP00000460025, ENSP00000330878, ENSP00000334373, ENSP00000261667	ENSPTRP00000026815, ENSPTRP00000056983, ENSPTRP00000010000, ENSPTRP00000033264
ENOG410V807	ENSP00000344566	ENSPTRP00000024055
ENOG410V806	ENSP00000359170	ENSPTRP00000005049
ENOG410V805	ENSP00000313933	ENSPTRP00000031051
ENOG410V804	ENSP00000314971	ENSPTRP00000054254
ENOG410V803	ENSP00000278937	ENSPTRP00000007440
ENOG410V802	ENSP00000260810	ENSPTRP00000026557
ENOG410V801	ENSP00000321259	ENSPTRP00000005525
ENOG410V80N	ENSP00000338387	ENSPTRP00000023914
ENOG410V80M	ENSP00000340668	ENSPTRP00000032898
ENOG410V80K	ENSP00000257829	ENSPTRP00000006068
ENOG410V80J	ENSP00000358490	ENSPTRP00000051908
ENOG410V80G	ENSP00000358140	ENSPTRP00000005269
ENOG410V80F	ENSP00000373301	ENSPTRP00000025288
ENOG410V80E	ENSP00000320893	ENSPTRP00000008337
ENOG410V80D	ENSP00000216075	ENSPTRP00000025074
ENOG410V80C	ENSP00000238994, ENSP00000308318	ENSPTRP00000060689, ENSPTRP00000034207
ENOG410V80B	ENSP00000338348	ENSPTRP00000024077
ENOG410V80A	ENSP00000348455	ENSPTRP00000007026
ENOG410V80Y	ENSP00000234396, ENSP00000276390	ENSPTRP00000020664, ENSPTRP00000034316
ENOG410V80X	ENSP00000398076, ENSP00000342481, ENSP00000458245	ENSPTRP00000042126, ENSPTRP00000023446
ENOG410V80U	ENSP00000286307	ENSPTRP00000029851
ENOG410V80T	ENSP00000323927, ENSP00000366460	ENSPTRP00000015476, ENSPTRP00000003972
ENOG410V80S	ENSP00000434676	ENSPTRP00000051496
ENOG410V80P	ENSP00000428209, ENSP00000340305	ENSPTRP00000034647
ENOG410VV8N	ENSP00000455951, ENSP00000310216	ENSPTRP00000054758, ENSPTRP00000055109, ENSPTRP00000055213
ENOG410V7U5	ENSP00000262406, ENSP00000380876	ENSPTRP00000016222, ENSPTRP00000012867
ENOG410V7U4	ENSP00000465500	ENSPTRP00000017117
ENOG410V7UY	ENSP00000275954	ENSPTRP00000047456
ENOG410V7UQ	ENSP00000226951	ENSPTRP00000027420
ENOG410V7UV	ENSP00000462337	ENSPTRP00000016035
ENOG410V4TQ	ENSP00000382274, ENSP00000370883, ENSP00000287667	ENSPTRP00000053303
ENOG410VJSA	ENSP00000330825, ENSP00000382707, ENSP00000382714	ENSPTRP00000005484, ENSPTRP00000048340, ENSPTRP00000005482
