ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410V4YX	ENSP00000268220, ENSP00000468633	ENSMUSP00000026818, ENSMUSP00000025394
ENOG410V4YY	ENSP00000307599, ENSP00000346534, ENSP00000328968, ENSP00000283254, ENSP00000386306, ENSP00000390600	ENSMUSP00000065466, ENSMUSP00000081845, ENSMUSP00000097641, ENSMUSP00000080842, ENSMUSP00000097647, ENSMUSP00000066228
ENOG410V4YZ	ENSP00000281187, ENSP00000263559	ENSMUSP00000034470, ENSMUSP00000090130
ENOG410VE6I	ENSP00000331474	ENSMUSP00000093206
ENOG410VA1R	ENSP00000373278	ENSMUSP00000107399
ENOG410VA1J	ENSP00000320246, ENSP00000359729, ENSP00000330320, ENSP00000471427	ENSMUSP00000033463, ENSMUSP00000072274, ENSMUSP00000076922
ENOG410VE8R	ENSP00000465517	ENSMUSP00000095251
ENOG410VE8P	ENSP00000335416	ENSMUSP00000029891
ENOG410VE8W	ENSP00000344364	ENSMUSP00000063248
ENOG410VE8T	ENSP00000312995	ENSMUSP00000045344
ENOG410VE8Z	ENSP00000366702	ENSMUSP00000030811
ENOG410VE8X	ENSP00000329584	ENSMUSP00000060418
ENOG410VE8Y	ENSP00000280082	ENSMUSP00000021384
ENOG410VE8A	ENSP00000343617	ENSMUSP00000096421
ENOG410VE8F	ENSP00000377948	ENSMUSP00000130225, ENSMUSP00000088768
ENOG410VE8G	ENSP00000240922	ENSMUSP00000070140
ENOG410VE8J	ENSP00000402203	ENSMUSP00000032663
ENOG410VE8M	ENSP00000335144	ENSMUSP00000111484
ENOG410VE80	ENSP00000268533	ENSMUSP00000073213
ENOG410VE84	ENSP00000325690	ENSMUSP00000034703
ENOG410VE85	ENSP00000218388	ENSMUSP00000009530
ENOG410VA1G	ENSP00000305631	ENSMUSP00000039294
ENOG410WJ4Q	ENSP00000371084, ENSP00000283684, ENSP00000371070	ENSMUSP00000079238, ENSMUSP00000042215
ENOG410WJ4C	ENSP00000354201	ENSMUSP00000098097
ENOG410WJ49	ENSP00000323687	ENSMUSP00000080791
ENOG410V88T	ENSP00000249501, ENSP00000307321	ENSMUSP00000062412, ENSMUSP00000001699
ENOG410V7TX	ENSP00000327557	ENSMUSP00000045437
ENOG410V7TE	ENSP00000338785, ENSP00000363727, ENSP00000276297	ENSMUSP00000044491, ENSMUSP00000053232, ENSMUSP00000132812
ENOG410V7TF	ENSP00000305204	ENSMUSP00000056145
ENOG410V7TC	ENSP00000261973	ENSMUSP00000048470
ENOG410V7TJ	ENSP00000364464	ENSMUSP00000089148
ENOG410V7TK	ENSP00000388872	ENSMUSP00000090593
ENOG410V7T8	ENSP00000219431	ENSMUSP00000020528
ENOG410VCI7	ENSP00000351380	ENSMUSP00000026681
ENOG410VCI6	ENSP00000358424, ENSP00000297679, ENSP00000358421	ENSMUSP00000102630, ENSMUSP00000055886, ENSMUSP00000136588, ENSMUSP00000029463, ENSMUSP00000036245, ENSMUSP00000088246, ENSMUSP00000041442, ENSMUSP00000102635, ENSMUSP00000127882
ENOG410VCI5	ENSP00000427975, ENSP00000252512	ENSMUSP00000022696, ENSMUSP00000099879
ENOG410VCIK	ENSP00000279392	ENSMUSP00000035535
ENOG410VCIJ	ENSP00000257940	ENSMUSP00000042727
ENOG410VCII	ENSP00000225428	ENSMUSP00000018685
ENOG410VCIH	ENSP00000314343	ENSMUSP00000003536
ENOG410VCIN	ENSP00000351593, ENSP00000373964	ENSMUSP00000059043, ENSMUSP00000020721
ENOG410VCIM	ENSP00000364270	ENSMUSP00000030013
ENOG410VCIB	ENSP00000263408	ENSMUSP00000022749
ENOG410VCIE	ENSP00000372202	ENSMUSP00000022518
ENOG410VCIX	ENSP00000366901	ENSMUSP00000031419
ENOG410VCIQ	ENSP00000168216, ENSP00000472168	ENSMUSP00000026289
ENOG410VCIV	ENSP00000414712	ENSMUSP00000111963
ENOG410VCIU	ENSP00000314004	ENSMUSP00000028341
ENOG410VCIT	ENSP00000326432	ENSMUSP00000038473
ENOG410V4C6	ENSP00000379802, ENSP00000430075, ENSP00000256578	ENSMUSP00000088217, ENSMUSP00000099697, ENSMUSP00000005829
ENOG410V4C0	ENSP00000374455	ENSMUSP00000099835
ENOG410V4C1	ENSP00000363972	ENSMUSP00000041236
ENOG410V4CV	ENSP00000331514, ENSP00000355645, ENSP00000416706, ENSP00000224784, ENSP00000295137, ENSP00000290378, ENSP00000349960	ENSMUSP00000098066, ENSMUSP00000052086, ENSMUSP00000071486, ENSMUSP00000048218, ENSMUSP00000074658, ENSMUSP00000087736, ENSMUSP00000034453
ENOG410V4CS	ENSP00000357535	ENSMUSP00000026538
ENOG410V4CG	ENSP00000323264, ENSP00000460291	ENSMUSP00000022137
ENOG410V4CK	ENSP00000335320	ENSMUSP00000074516
ENOG410V4CH	ENSP00000381102, ENSP00000285419	ENSMUSP00000124782, ENSMUSP00000029875
ENOG410V809	ENSP00000330878, ENSP00000460025, ENSP00000261667, ENSP00000334373, ENSP00000332455	ENSMUSP00000018506, ENSMUSP00000137080, ENSMUSP00000022496, ENSMUSP00000106300, ENSMUSP00000029353, ENSMUSP00000137310
ENOG410V807	ENSP00000344566	ENSMUSP00000101036
ENOG410V806	ENSP00000359170	ENSMUSP00000045683
ENOG410V805	ENSP00000313933	ENSMUSP00000044833
ENOG410V804	ENSP00000314971	ENSMUSP00000034415
ENOG410V803	ENSP00000278937	ENSMUSP00000034600
ENOG410V802	ENSP00000260810	ENSMUSP00000035164
ENOG410V801	ENSP00000321259	ENSMUSP00000026576
ENOG410V80N	ENSP00000338387	ENSMUSP00000097112
ENOG410V80M	ENSP00000340668	ENSMUSP00000067501
ENOG410V80K	ENSP00000257829	ENSMUSP00000028608
ENOG410V80J	ENSP00000358490	ENSMUSP00000029456
ENOG410V80G	ENSP00000358140	ENSMUSP00000025955
ENOG410V80F	ENSP00000373301	ENSMUSP00000089517
ENOG410V80E	ENSP00000320893	ENSMUSP00000057864
ENOG410V80D	ENSP00000216075	ENSMUSP00000023282
ENOG410V80C	ENSP00000238994, ENSP00000308318	ENSMUSP00000065679, ENSMUSP00000084578
ENOG410V80B	ENSP00000338348	ENSMUSP00000133515
ENOG410V80A	ENSP00000348455	ENSMUSP00000045297
ENOG410V80Y	ENSP00000276390, ENSP00000234396	ENSMUSP00000006431, ENSMUSP00000006435
ENOG410V80X	ENSP00000342481, ENSP00000458245, ENSP00000398076	ENSMUSP00000029060, ENSMUSP00000089394
ENOG410V80W	ENSP00000330408	ENSMUSP00000034164
ENOG410V80U	ENSP00000286307	ENSMUSP00000057343
ENOG410V80T	ENSP00000366460, ENSP00000323927	ENSMUSP00000028081, ENSMUSP00000103191
ENOG410V80S	ENSP00000434676	ENSMUSP00000028842
ENOG410V80P	ENSP00000340305, ENSP00000428209	ENSMUSP00000111443, ENSMUSP00000096685
ENOG410VKYI	ENSP00000379086	ENSMUSP00000064761
ENOG410V7U5	ENSP00000380876, ENSP00000262406	ENSMUSP00000025020, ENSMUSP00000020920
ENOG410V7U4	ENSP00000465500	ENSMUSP00000027559
ENOG410V7UY	ENSP00000275954	ENSMUSP00000026760
ENOG410V7UQ	ENSP00000226951	ENSMUSP00000128473
ENOG410V7UV	ENSP00000462337	ENSMUSP00000018521
ENOG410V4TQ	ENSP00000287667, ENSP00000382274, ENSP00000370883	ENSMUSP00000033121
ENOG410VJSA	ENSP00000382707, ENSP00000330825, ENSP00000382714	ENSMUSP00000026564, ENSMUSP00000071470, ENSMUSP00000026565, ENSMUSP00000111801, ENSMUSP00000080594, ENSMUSP00000113641
ENOG410WJGT	ENSP00000456222, ENSP00000251312	ENSMUSP00000043467
ENOG410V9R8	ENSP00000340594, ENSP00000341489	ENSMUSP00000043085, ENSMUSP00000041897
ENOG410V9R9	ENSP00000349705	ENSMUSP00000023465
ENOG410V9R4	ENSP00000228347	ENSMUSP00000076418
ENOG410V9R5	ENSP00000364956	ENSMUSP00000081221
ENOG410V9R6	ENSP00000395995	ENSMUSP00000128736
ENOG410V9R7	ENSP00000360944	ENSMUSP00000030490
ENOG410V9R1	ENSP00000449629, ENSP00000353518	ENSMUSP00000096968, ENSMUSP00000110491
ENOG410V9R3	ENSP00000316740	ENSMUSP00000041919
ENOG410V9RX	ENSP00000238936	ENSMUSP00000084189
ENOG410V9RZ	ENSP00000464345, ENSP00000334564	ENSMUSP00000029741
ENOG410V9RT	ENSP00000206542	ENSMUSP00000124039
ENOG410V9RU	ENSP00000216452	ENSMUSP00000072018
ENOG410V9RW	ENSP00000349568	ENSMUSP00000125007
ENOG410V9RR	ENSP00000309116	ENSMUSP00000045803
ENOG410V9RS	ENSP00000244711	ENSMUSP00000002845
ENOG410V9RM	ENSP00000408994	ENSMUSP00000032839
ENOG410V9RH	ENSP00000472867	ENSMUSP00000032551
ENOG410V9RI	ENSP00000361926	ENSMUSP00000050309
ENOG410V9RJ	ENSP00000229335	ENSMUSP00000040524
ENOG410V9RK	ENSP00000375986	ENSMUSP00000086459
ENOG410V9RD	ENSP00000252032	ENSMUSP00000046992
ENOG410V9RE	ENSP00000265388	ENSMUSP00000012679
ENOG410V9RF	ENSP00000356399	ENSMUSP00000107607, ENSMUSP00000107620
ENOG410V9RG	ENSP00000357748	ENSMUSP00000033282
ENOG410V9RB	ENSP00000402038	ENSMUSP00000034896
ENOG410V9RC	ENSP00000161863	ENSMUSP00000048340
ENOG410VEWQ	ENSP00000219837	ENSMUSP00000033277
ENOG410VEWP	ENSP00000312318	ENSMUSP00000025885
ENOG410VEWW	ENSP00000270221	ENSMUSP00000037289
ENOG410VEWV	ENSP00000312700	ENSMUSP00000092277
ENOG410VEWX	ENSP00000369559	ENSMUSP00000081858
ENOG410VEWB	ENSP00000362560	ENSMUSP00000105149
ENOG410VEWF	ENSP00000294360	ENSMUSP00000119565
ENOG410VEWH	ENSP00000464037, ENSP00000369784	ENSMUSP00000021639
ENOG410VEWN	ENSP00000368332	ENSMUSP00000049039
ENOG410VEW2	ENSP00000360688	ENSMUSP00000030296
ENOG410VVEV	ENSP00000455811	ENSMUSP00000134982
ENOG410VBQ5	ENSP00000319464, ENSP00000319286, ENSP00000389128	ENSMUSP00000051895, ENSMUSP00000069318, ENSMUSP00000066777
ENOG410VBQ3	ENSP00000273261, ENSP00000355396, ENSP00000326759	ENSMUSP00000035999, ENSMUSP00000074360, ENSMUSP00000032105
ENOG410VBQ0	ENSP00000468354	ENSMUSP00000114028
ENOG410VEFC	ENSP00000348074	ENSMUSP00000056625
ENOG410V5Y1	ENSP00000272732, ENSP00000388942, ENSP00000290216	ENSMUSP00000019268, ENSMUSP00000021249, ENSMUSP00000088320
ENOG410V5Y0	ENSP00000204604	ENSMUSP00000007171
ENOG410V5Y3	ENSP00000370839	ENSMUSP00000079937
ENOG410V5Y5	ENSP00000222573	ENSMUSP00000026360
ENOG410V5Y4	ENSP00000259199, ENSP00000353295, ENSP00000348915, ENSP00000366677, ENSP00000463867	ENSMUSP00000025815
ENOG410V5Y7	ENSP00000270139	ENSMUSP00000023689
ENOG410V5Y6	ENSP00000265651	ENSMUSP00000028603
ENOG410V5YE	ENSP00000400157, ENSP00000287590	ENSMUSP00000108931, ENSMUSP00000130840
ENOG410V5YD	ENSP00000307305	ENSMUSP00000020308
ENOG410V5YG	ENSP00000385632, ENSP00000310661	ENSMUSP00000020165, ENSMUSP00000096800
ENOG410V5YF	ENSP00000263331	ENSMUSP00000099494
ENOG410V5YI	ENSP00000262265	ENSMUSP00000082490
ENOG410V5YH	ENSP00000440586	ENSMUSP00000031355
ENOG410V5YK	ENSP00000442112, ENSP00000353794	ENSMUSP00000060137
ENOG410V5YJ	ENSP00000342924	ENSMUSP00000037000
ENOG410V5YQ	ENSP00000345773	ENSMUSP00000052458
ENOG410V5YR	ENSP00000306344	ENSMUSP00000042783
ENOG410V5YT	ENSP00000262445, ENSP00000468348, ENSP00000345083	ENSMUSP00000019076, ENSMUSP00000041282, ENSMUSP00000020949
ENOG410V5YW	ENSP00000265849	ENSMUSP00000119875
ENOG410V5YV	ENSP00000216733	ENSMUSP00000022813
ENOG410V5YX	ENSP00000364677, ENSP00000391563, ENSP00000414777, ENSP00000364675, ENSP00000392328	ENSMUSP00000057515
ENOG410V5YZ	ENSP00000456648	ENSMUSP00000044049
ENOG410VC20	ENSP00000328023	ENSMUSP00000034541
ENOG410VC2F	ENSP00000261755	ENSMUSP00000032865
ENOG410VARD	ENSP00000352706	ENSMUSP00000045606
ENOG410VARB	ENSP00000379847, ENSP00000363064	ENSMUSP00000081778, ENSMUSP00000002318
ENOG410VARN	ENSP00000342709	ENSMUSP00000104047
ENOG410VARH	ENSP00000417581, ENSP00000468961	ENSMUSP00000045544
ENOG410VARJ	ENSP00000401277	ENSMUSP00000099038
ENOG410VARK	ENSP00000279281	ENSMUSP00000025711
ENOG410VARQ	ENSP00000352606	ENSMUSP00000032827
ENOG410VARZ	ENSP00000225387	ENSMUSP00000077693
ENOG410VAR4	ENSP00000387209	ENSMUSP00000046587
ENOG410VAR5	ENSP00000286031	ENSMUSP00000043143
ENOG410VAR6	ENSP00000261918	ENSMUSP00000042211
ENOG410VAR7	ENSP00000219069	ENSMUSP00000023176
ENOG410VAR0	ENSP00000219313	ENSMUSP00000041968
ENOG410VAR1	ENSP00000223054	ENSMUSP00000040828
ENOG410VAR2	ENSP00000282185	ENSMUSP00000022119
ENOG410VAR3	ENSP00000278853, ENSP00000355529	ENSMUSP00000025641
ENOG410VAR8	ENSP00000229195	ENSMUSP00000100902
ENOG410VAR9	ENSP00000350098	ENSMUSP00000080215
ENOG410VC2I	ENSP00000386895	ENSMUSP00000052208
ENOG410VC2Y	ENSP00000357020	ENSMUSP00000069319
ENOG410WJ25	ENSP00000296343	ENSMUSP00000087114
ENOG410V66E	ENSP00000289004	ENSMUSP00000031398
ENOG410V66W	ENSP00000307875, ENSP00000265471	ENSMUSP00000125700, ENSMUSP00000093962
ENOG410V660	ENSP00000265565	ENSMUSP00000095953
ENOG410V667	ENSP00000391664, ENSP00000456533	ENSMUSP00000034654
ENOG410V664	ENSP00000204726	ENSMUSP00000108131
ENOG410V4JN	ENSP00000458238	ENSMUSP00000036162
ENOG410V4JD	ENSP00000418721, ENSP00000379051, ENSP00000332706	ENSMUSP00000136957, ENSMUSP00000065002, ENSMUSP00000059404
ENOG410V4JU	ENSP00000230771, ENSP00000425634	ENSMUSP00000117231, ENSMUSP00000001416
ENOG410V4JP	ENSP00000383873	ENSMUSP00000051782
ENOG410V4JS	ENSP00000301920	ENSMUSP00000099830
ENOG410V689	ENSP00000381129, ENSP00000433511, ENSP00000376609	ENSMUSP00000001112, ENSMUSP00000001115, ENSMUSP00000003313
ENOG410VDN6	ENSP00000294964	ENSMUSP00000129238
ENOG410VDN9	ENSP00000359219	ENSMUSP00000026234
ENOG410VDNH	ENSP00000460502, ENSP00000351575	ENSMUSP00000038321
ENOG410VDNJ	ENSP00000055335, ENSP00000470648	ENSMUSP00000045402
ENOG410V7IR	ENSP00000435619, ENSP00000358019	ENSMUSP00000125300
ENOG410V5S1	ENSP00000405969	ENSMUSP00000024492
ENOG410VR9J	ENSP00000354414	ENSMUSP00000136074
ENOG410V6TN	ENSP00000296921, ENSP00000359215, ENSP00000233638	ENSMUSP00000047457, ENSMUSP00000026236, ENSMUSP00000087069
ENOG410V6TF	ENSP00000236273	ENSMUSP00000030622
ENOG410V6TT	ENSP00000290541	ENSMUSP00000005923
ENOG410V6TP	ENSP00000220058	ENSMUSP00000074347
ENOG410V6TR	ENSP00000264025	ENSMUSP00000034510
ENOG410V6T6	ENSP00000469356, ENSP00000247138, ENSP00000359174	ENSMUSP00000111327, ENSMUSP00000029569
ENOG410V6T3	ENSP00000377390, ENSP00000414202, ENSP00000379090	ENSMUSP00000086167, ENSMUSP00000066736, ENSMUSP00000109630
ENOG410V6T2	ENSP00000347314	ENSMUSP00000042367
ENOG410VC3E	ENSP00000414920	ENSMUSP00000025209
ENOG410VC3A	ENSP00000267859	ENSMUSP00000034754
ENOG410VC3K	ENSP00000348206, ENSP00000338988	ENSMUSP00000016401, ENSMUSP00000025411
ENOG410VC3W	ENSP00000351937	ENSMUSP00000042025
ENOG410VC3P	ENSP00000304250, ENSP00000318486	ENSMUSP00000099514, ENSMUSP00000125322
ENOG410VC3R	ENSP00000347754	ENSMUSP00000003826
ENOG410VE1B	ENSP00000358022	ENSMUSP00000044048
ENOG410VKH9	ENSP00000292907	ENSMUSP00000096193
ENOG410VKHE	ENSP00000211314	ENSMUSP00000027065
ENOG410VKHA	ENSP00000359098	ENSMUSP00000034881
ENOG410VKHV	ENSP00000364212	ENSMUSP00000030535
ENOG410VKHP	ENSP00000270310	ENSMUSP00000073555
ENOG410VKHQ	ENSP00000366482	ENSMUSP00000080081
ENOG410V544	ENSP00000262483, ENSP00000322218, ENSP00000348772	ENSMUSP00000054309, ENSMUSP00000074737, ENSMUSP00000083292, ENSMUSP00000137663
ENOG410V545	ENSP00000399718	ENSMUSP00000021416
ENOG410V542	ENSP00000335325	ENSMUSP00000106743
ENOG410V540	ENSP00000294724	ENSMUSP00000044012
ENOG410V541	ENSP00000360664	ENSMUSP00000099800
ENOG410V548	ENSP00000349723, ENSP00000338774	ENSMUSP00000068258, ENSMUSP00000105140
ENOG410V54F	ENSP00000219548	ENSMUSP00000040431
ENOG410V54G	ENSP00000329926	ENSMUSP00000107444
ENOG410V54B	ENSP00000355167, ENSP00000336984	ENSMUSP00000088303, ENSMUSP00000105574
ENOG410V54C	ENSP00000374125	ENSMUSP00000126901
ENOG410V54M	ENSP00000341285, ENSP00000346694, ENSP00000341826, ENSP00000376309	ENSMUSP00000128163, ENSMUSP00000137011, ENSMUSP00000042658, ENSMUSP00000137406, ENSMUSP00000088298, ENSMUSP00000087453, ENSMUSP00000137195
ENOG410V54K	ENSP00000265986, ENSP00000346890	ENSMUSP00000068328, ENSMUSP00000121358
ENOG410V54H	ENSP00000354415	ENSMUSP00000126597
ENOG410V54V	ENSP00000341243, ENSP00000345206	ENSMUSP00000017151, ENSMUSP00000110286, ENSMUSP00000040694
ENOG410V54T	ENSP00000355330, ENSP00000206765, ENSP00000296125, ENSP00000264870, ENSP00000220420, ENSP00000370867, ENSP00000389466, ENSP00000202625	ENSMUSP00000028888, ENSMUSP00000002389, ENSMUSP00000048667, ENSMUSP00000028721, ENSMUSP00000026893, ENSMUSP00000105928, ENSMUSP00000099411, ENSMUSP00000106303
ENOG410V54S	ENSP00000354061	ENSMUSP00000133992
ENOG410V54P	ENSP00000362208	ENSMUSP00000030675
ENOG410V54Z	ENSP00000258416	ENSMUSP00000108859
ENOG410V54X	ENSP00000302166, ENSP00000361952, ENSP00000306275	ENSMUSP00000098987, ENSMUSP00000038729, ENSMUSP00000048326
ENOG410VA9D	ENSP00000328690	ENSMUSP00000105628
ENOG410VA9F	ENSP00000267064, ENSP00000254480	ENSMUSP00000100868, ENSMUSP00000086094
ENOG410VA9B	ENSP00000380635	ENSMUSP00000076188
ENOG410VA9T	ENSP00000337159, ENSP00000287727	ENSMUSP00000039852, ENSMUSP00000022217
ENOG410VA9P	ENSP00000343313	ENSMUSP00000044769
ENOG410VA9R	ENSP00000371297, ENSP00000276646	ENSMUSP00000087511, ENSMUSP00000028951
ENOG410VA9Y	ENSP00000361731	ENSMUSP00000048426
ENOG410VA9X	ENSP00000343657, ENSP00000460647	ENSMUSP00000022148
ENOG410VA99	ENSP00000317895	ENSMUSP00000044998
ENOG410V7D9	ENSP00000347152, ENSP00000262919	ENSMUSP00000076514, ENSMUSP00000028781
ENOG410WH7M	ENSP00000318472	ENSMUSP00000130668
ENOG410WH7K	ENSP00000330862	ENSMUSP00000110898
ENOG410VMYB	ENSP00000305464	ENSMUSP00000046012
ENOG410VMYD	ENSP00000326052	ENSMUSP00000023761
ENOG410VMYF	ENSP00000302951	ENSMUSP00000050335
ENOG410VMYT	ENSP00000393275	ENSMUSP00000096874
ENOG410V6EY	ENSP00000239165	ENSMUSP00000040121
ENOG410V6EV	ENSP00000297469	ENSMUSP00000080370
ENOG410V6ET	ENSP00000349252	ENSMUSP00000033051
ENOG410V6EU	ENSP00000331614, ENSP00000410447, ENSP00000344544, ENSP00000262032	ENSMUSP00000075992, ENSMUSP00000114404, ENSMUSP00000027146, ENSMUSP00000099430
ENOG410V6ES	ENSP00000354398, ENSP00000297044, ENSP00000408236	ENSMUSP00000103357, ENSMUSP00000101909, ENSMUSP00000112157
ENOG410V6EE	ENSP00000223122	ENSMUSP00000047931
ENOG410V6E3	ENSP00000288087, ENSP00000431482	ENSMUSP00000002400
ENOG410V5EC	ENSP00000336931	ENSMUSP00000040377
ENOG410V6MF	ENSP00000262460	ENSMUSP00000028948
ENOG410V6MG	ENSP00000344635	ENSMUSP00000020576
ENOG410V6MD	ENSP00000403067, ENSP00000303508	ENSMUSP00000081514, ENSMUSP00000115136
ENOG410V6MB	ENSP00000263083	ENSMUSP00000042162
ENOG410V6MC	ENSP00000364240	ENSMUSP00000101435
ENOG410V6MA	ENSP00000267205	ENSMUSP00000031401
ENOG410V6MN	ENSP00000261584	ENSMUSP00000095675
ENOG410V6MM	ENSP00000367059, ENSP00000339115	ENSMUSP00000030785, ENSMUSP00000086294
ENOG410V6MK	ENSP00000367299	ENSMUSP00000033866
ENOG410V6MH	ENSP00000310111	ENSMUSP00000099544
ENOG410V6MI	ENSP00000405573	ENSMUSP00000049355
ENOG410V6MV	ENSP00000370526, ENSP00000370522, ENSP00000459720, ENSP00000268695, ENSP00000352319, ENSP00000407193, ENSP00000217961, ENSP00000216124, ENSP00000370546	ENSMUSP00000020928, ENSMUSP00000127646, ENSMUSP00000015171
ENOG410V6MW	ENSP00000331376	ENSMUSP00000077345
ENOG410V6MT	ENSP00000381377, ENSP00000350075	ENSMUSP00000049440
ENOG410V6MU	ENSP00000373215, ENSP00000398481	ENSMUSP00000064706, ENSMUSP00000018122
ENOG410V6MS	ENSP00000296215	ENSMUSP00000060721
ENOG410V6MQ	ENSP00000362987	ENSMUSP00000003561
ENOG410V6MY	ENSP00000257287	ENSMUSP00000038674
ENOG410V6M6	ENSP00000299736	ENSMUSP00000018653
ENOG410V6M7	ENSP00000310933	ENSMUSP00000069350
ENOG410V6M4	ENSP00000364389, ENSP00000354916	ENSMUSP00000046003, ENSMUSP00000087950
ENOG410V6M3	ENSP00000398688, ENSP00000364220	ENSMUSP00000093911, ENSMUSP00000030533
ENOG410V6M1	ENSP00000394794	ENSMUSP00000048119
ENOG410V6M8	ENSP00000351346	ENSMUSP00000045490
ENOG410V6M9	ENSP00000374409, ENSP00000307134, ENSP00000263207, ENSP00000382004	ENSMUSP00000099815, ENSMUSP00000087562, ENSMUSP00000080427, ENSMUSP00000064518
ENOG410VBP7	ENSP00000231009, ENSP00000274306	ENSMUSP00000023897, ENSMUSP00000044512
ENOG410VBP1	ENSP00000463013	ENSMUSP00000136914
ENOG410VBP0	ENSP00000331640	ENSMUSP00000053862
ENOG410VBP3	ENSP00000361544, ENSP00000305503	ENSMUSP00000056785, ENSMUSP00000098772
ENOG410VBPE	ENSP00000315626	ENSMUSP00000048230
ENOG410VBPF	ENSP00000264694	ENSMUSP00000035785
ENOG410VBPC	ENSP00000363533	ENSMUSP00000109728
ENOG410VBPM	ENSP00000344055	ENSMUSP00000020420
ENOG410VBPN	ENSP00000366828	ENSMUSP00000028914
ENOG410VBPJ	ENSP00000383840	ENSMUSP00000030453
ENOG410VBPU	ENSP00000368797	ENSMUSP00000060768
ENOG410VBPT	ENSP00000325868	ENSMUSP00000053112, ENSMUSP00000026555
ENOG410VBPW	ENSP00000160827	ENSMUSP00000032915
ENOG410VBPV	ENSP00000410198	ENSMUSP00000042321
ENOG410VBPQ	ENSP00000341662	ENSMUSP00000051441
ENOG410VBPP	ENSP00000367359	ENSMUSP00000019276
ENOG410VBPY	ENSP00000361138	ENSMUSP00000084591
ENOG410VBPX	ENSP00000381034	ENSMUSP00000064929
ENOG410V7PU	ENSP00000321997, ENSP00000336721	ENSMUSP00000136673, ENSMUSP00000037127
ENOG410VBX8	ENSP00000327417	ENSMUSP00000027581
ENOG410VBX6	ENSP00000416250	ENSMUSP00000031334
ENOG410VBX1	ENSP00000327647	ENSMUSP00000050295
ENOG410VKS0	ENSP00000252602	ENSMUSP00000044497
ENOG410VKS2	ENSP00000269389	ENSMUSP00000026162
ENOG410VKSF	ENSP00000432688	ENSMUSP00000116929
ENOG410VKSA	ENSP00000301031	ENSMUSP00000058002
ENOG410VKSV	ENSP00000345107	ENSMUSP00000055413
ENOG410VKSP	ENSP00000332766	ENSMUSP00000101801
ENOG410VKSS	ENSP00000354223	ENSMUSP00000119443
ENOG410VKSR	ENSP00000259631	ENSMUSP00000137284, ENSMUSP00000103621, ENSMUSP00000103671, ENSMUSP00000103653, ENSMUSP00000137101
ENOG410VBXX	ENSP00000290219, ENSP00000459965	ENSMUSP00000023687
ENOG410VBXQ	ENSP00000230588	ENSMUSP00000024707
ENOG410VBXN	ENSP00000215957	ENSMUSP00000042053
ENOG410VBXI	ENSP00000283882	ENSMUSP00000034432
ENOG410VBXK	ENSP00000354772	ENSMUSP00000048901
ENOG410V7U7	ENSP00000248633	ENSMUSP00000006061
ENOG410WCG7	ENSP00000359925, ENSP00000370330, ENSP00000456561, ENSP00000035383, ENSP00000349486	ENSMUSP00000057956, ENSMUSP00000002603, ENSMUSP00000109048, ENSMUSP00000101659
ENOG410WE2U	ENSP00000360797	ENSMUSP00000028294
ENOG410V4M8	ENSP00000260283	ENSMUSP00000096773, ENSMUSP00000065633
ENOG410V4MM	ENSP00000423600, ENSP00000357360	ENSMUSP00000075526, ENSMUSP00000073261
ENOG410V4ME	ENSP00000322343	ENSMUSP00000021939
ENOG410V7UD	ENSP00000299088	ENSMUSP00000022786
ENOG410V7UZ	ENSP00000378132	ENSMUSP00000034184
ENOG410VMDH	ENSP00000401770	ENSMUSP00000021719
ENOG410VMDI	ENSP00000411672, ENSP00000427941	ENSMUSP00000044110, ENSMUSP00000015719
ENOG410VMDG	ENSP00000387187, ENSP00000461578, ENSP00000370126, ENSP00000346892	ENSMUSP00000022145, ENSMUSP00000123181
ENOG410VMDY	ENSP00000371643	ENSMUSP00000098059
ENOG410VMDP	ENSP00000350132	ENSMUSP00000045709
ENOG410VMD3	ENSP00000250101	ENSMUSP00000021158
ENOG410WIRF	ENSP00000159111, ENSP00000361473, ENSP00000370710	ENSMUSP00000030102, ENSMUSP00000095524, ENSMUSP00000025036
ENOG410WIRC	ENSP00000395220	ENSMUSP00000064826
ENOG410V6ZA	ENSP00000359131	ENSMUSP00000029575
ENOG410V6ZM	ENSP00000353132	ENSMUSP00000120320
ENOG410V6ZK	ENSP00000352408	ENSMUSP00000002473
ENOG410V6ZV	ENSP00000349677, ENSP00000282223	ENSMUSP00000128840, ENSMUSP00000091192
ENOG410V6ZT	ENSP00000321077, ENSP00000401502, ENSP00000291707, ENSP00000323328, ENSP00000413861, ENSP00000262262	ENSMUSP00000032667, ENSMUSP00000058875
ENOG410V6ZR	ENSP00000322304, ENSP00000469943	ENSMUSP00000076790
ENOG410V6ZQ	ENSP00000364207, ENSP00000300584	ENSMUSP00000081670, ENSMUSP00000045413
ENOG410V6ZP	ENSP00000291670	ENSMUSP00000001183
ENOG410V6ZZ	ENSP00000348565	ENSMUSP00000035166
ENOG410V6Z7	ENSP00000302843, ENSP00000404381, ENSP00000345575	ENSMUSP00000020309, ENSMUSP00000087641, ENSMUSP00000025208
ENOG410V6Z6	ENSP00000415786	ENSMUSP00000027467
ENOG410V6Z3	ENSP00000009180	ENSMUSP00000032492
ENOG410V6Z2	ENSP00000273075	ENSMUSP00000070821
